office_name,website,domain,root_domain,koopaanbod_url,koopaanbod_url_quality,plaats,provincie,source_type,discovery_source,confidence,needs_review,review_reason,notes,raw_place,normalized_place,gemeente,place_status,place_review_reason
Mathilde Waslander Makelaardij,http://www.mwmakelaardij.nl,mwmakelaardij.nl,mwmakelaardij.nl,https://www.funda.nl/makelaars/tilburg/13157-mathilde-waslander-makelaardij/woningaanbod/koop/heel-nederland,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=3.50),Tilburg,Tilburg,Tilburg,current_gemeente,
Tivoli Woningmakelaars B.V.,https://www.tivoliwoningmakelaars.nl,tivoliwoningmakelaars.nl,tivoliwoningmakelaars.nl,https://tivoliwoningmakelaars.nl/woningen,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=20, koop=2, huur=0",Tilburg,Tilburg,Tilburg,current_gemeente,
Van de Water Makelaars Tilburg,http://www.vandewatergroep.nl,vandewatergroep.nl,vandewatergroep.nl,https://vandewatergroep.nl/nieuwbouw/project/zevenbergen-markant-verkoop-gestart-schrijf-je-nu-in,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=324, sin senales huur",Tilburg,Tilburg,Tilburg,current_gemeente,
Van den Bosch Makelaars B.V.,https://www.vandenboschmakelaars.com,vandenboschmakelaars.com,vandenboschmakelaars.com,https://www.vandenboschmakelaars.com/diensten/verkoopmakelaar,suspect,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: contains excluded token 'diensten',mejor candidato sin verificar (score=1.58); suspect koopaanbod_url: contains excluded token 'diensten',Tilburg,Tilburg,Tilburg,current_gemeente,
Van Heeswijk Jansen Makelaars,http://www.hj-makelaars.nl,hj-makelaars.nl,hj-makelaars.nl,,missing,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Tilburg,Tilburg,Tilburg,current_gemeente,
VMG Regio Tilburg B.V.,http://www.vmg-makelaars.nl,vmg-makelaars.nl,vmg-makelaars.nl,http://www.vmg-makelaars.nl/aanbod,valid,Tilburg,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=28, sin senales huur",Tilburg,Tilburg,Tilburg,current_gemeente,
AMB Makelaars,http://www.amb-makelaars.nl,amb-makelaars.nl,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,valid,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=159, koop=1, huur=0",Vught,Vught,Vught,current_gemeente,
ATENZIJLSTRA Makelaars,http://www.atenzijlstra.nl,atenzijlstra.nl,atenzijlstra.nl,,missing,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,Vught,Vught,Vught,current_gemeente,
Buro Kuiten B.V.,,,,,missing,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain,Vught,Vught,Vught,current_gemeente,
Buro t'sas Makelaardij o.g,http://www.tsas.nl,tsas.nl,tsas.nl,,missing,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,Vught,Vught,Vught,current_gemeente,
Den Hollander Vastgoed Wonen B.V.,http://www.beterehuizen.nl,beterehuizen.nl,beterehuizen.nl,http://www.beterehuizen.nl/woningen/te-koop,valid,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=2, huur=1",Vught,Vught,Vught,current_gemeente,
MATAX Makelaardij,http://www.matax.nl,matax.nl,matax.nl,,missing,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Vught,Vught,Vught,current_gemeente,
VALKS Makelaars,https://www.valksbedrijfsmakelaars.nl,valksbedrijfsmakelaars.nl,valksbedrijfsmakelaars.nl,https://www.valksbedrijfsmakelaars.nl/aanbod,valid,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=0.72),Vught,Vught,Vught,current_gemeente,
Viermakelaars,http://www.viermakelaars.nl,viermakelaars.nl,viermakelaars.nl,https://www.viermakelaars.nl/woningaanbod,valid,Vught,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=64, koop=2, huur=0",Vught,Vught,Vught,current_gemeente,
Elias Makelaars,https://www.eliasmakelaars.nl,eliasmakelaars.nl,eliasmakelaars.nl,,missing,Waalre,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Waalre,Waalre,Waalre,current_gemeente,
Irene van Aken Makelaardij,http://www.vanakenmakelaardij.nl,vanakenmakelaardij.nl,vanakenmakelaardij.nl,,missing,Waalre,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Waalre,Waalre,Waalre,current_gemeente,
Lever Makelaardij o.g. B.V.,http://www.levermakelaardij.nl,levermakelaardij.nl,levermakelaardij.nl,https://www.levermakelaardij.nl/stille-verkoop-eindhoven,valid,Waalre,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58),Waalre,Waalre,Waalre,current_gemeente,
Van Engelen de Wilde Makelaars,https://www.vanengelendewilde.nl,vanengelendewilde.nl,vanengelendewilde.nl,https://www.vanengelendewilde.nl/woningaanbod-eindhoven/appartement-smelen-3-veldhoven,valid,Waalre,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=2, koop=3, huur=1",Waalre,Waalre,Waalre,current_gemeente,
Verhagen Makelaars,http://www.verhagenmakelaars.nl,verhagenmakelaars.nl,verhagenmakelaars.nl,http://www.verhagenmakelaars.nl/aanbod/woningaanbod/valkenswaard/koop/huis-10238232-Norbertusdreef-57,valid,Waalre,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=5, huur=0",Waalre,Waalre,Waalre,current_gemeente,
Vos Makelaars,http://www.vosmakelaars.nl,vosmakelaars.nl,vosmakelaars.nl,http://www.vosmakelaars.nl/aanbod/woningaanbod/veldhoven/koop/huis-10300444-Dotterbeek-9,valid,Waalre,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Waalre,Waalre,Waalre,current_gemeente,
AMB Makelaars Waalwijk,http://www.amb-makelaars.nl,amb-makelaars.nl,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,valid,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=159, koop=1, huur=0",Waalwijk,Waalwijk,Waalwijk,current_gemeente,
Carre de Wit makelaardij,https://www.carredewit.nl,carredewit.nl,carredewit.nl,https://www.carredewit.nl/woningaanbod,valid,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=61, koop=3, huur=1",Waalwijk,Waalwijk,Waalwijk,current_gemeente,
KIN Makelaars Waalwijk B.V.,https://www.kinmakelaars.nl,kinmakelaars.nl,kinmakelaars.nl,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=10, koop=4, huur=3",Waalwijk,Waalwijk,Waalwijk,current_gemeente,
Remco Olden Lommers Makelaars,http://www.olden.nl,olden.nl,olden.nl,http://www.olden.nl/aanbod/woningaanbod,valid,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=132, koop=4, huur=2",Waalwijk,Waalwijk,Waalwijk,current_gemeente,
Staete Makelaars Waalwijk,http://www.staete.nl,staete.nl,staete.nl,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=4, huur=0",Waalwijk,Waalwijk,Waalwijk,current_gemeente,
Timmermans Makelaardij,http://www.timmermansmakelaardij.nl,timmermansmakelaardij.nl,timmermansmakelaardij.nl,http://www.timmermansmakelaardij.nl/aanbod/woningaanbod/loon-op-zand/koop/huis-9926496-Sjerpstraat-1,valid,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0",Waalwijk,Waalwijk,Waalwijk,current_gemeente,
Tivoli woningmakelaars,https://www.tivoliwoningmakelaars,tivoliwoningmakelaars,,,missing,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url; missing root_domain,home did not load; missing koopaanbod_url; missing root_domain,Waalwijk,Waalwijk,Waalwijk,current_gemeente,
Van de Zande Makelaardij Waalwijk B.V.,http://www.zande.nl,zande.nl,zande.nl,http://www.zande.nl/woningaanbod,valid,Waalwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=65, koop=3, huur=0",Waalwijk,Waalwijk,Waalwijk,current_gemeente,
Brabant Makelaardij,http://www.brabantmakelaardij.nl,brabantmakelaardij.nl,brabantmakelaardij.nl,https://www.brabantmakelaardij.nl/huis-verkopen-bergen-op-zoom,suspect,Woensdrecht,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,mejor candidato sin verificar (score=1.58); suspect koopaanbod_url: missing listing signal,Woensdrecht,Woensdrecht,Woensdrecht,current_gemeente,
DE VIERWINDEN MAKELAARDIJ B.V.,http://www.devierwindenmakelaardij.nl,devierwindenmakelaardij.nl,devierwindenmakelaardij.nl,https://www.devierwindenmakelaardij.nl/property/holleweg-187-bergen-op-zoom-612,suspect,Woensdrecht,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,"prijzen=2, koop=3, huur=0; suspect koopaanbod_url: missing listing signal",Woensdrecht,Woensdrecht,Woensdrecht,current_gemeente,
Grosfeld makelaardij,,,,,missing,Woensdrecht,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain,Woensdrecht,Woensdrecht,Woensdrecht,current_gemeente,
Ilse Vastgoed,http://www.ilsevastgoed.nl,ilsevastgoed.nl,ilsevastgoed.nl,http://www.ilsevastgoed.nl/aanbod/woningaanbod/ossendrecht/koop/huis-10066866-Looipad-11,valid,Woensdrecht,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=7, koop=4, huur=0",Woensdrecht,Woensdrecht,Woensdrecht,current_gemeente,
Maes Makelaars,http://www.maesgroep.nl,maesgroep.nl,maesgroep.nl,https://www.maesmakelaars.nl/woningen/te-koop,valid,Woensdrecht,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=12, koop=2, huur=0",Woensdrecht,Woensdrecht,Woensdrecht,current_gemeente,
Viaons Makelaardij B.V.,http://www.viaons.nl,viaons.nl,viaons.nl,http://www.viaons.nl/aanbod/woningaanbod,valid,Woensdrecht,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=4, huur=2",Woensdrecht,Woensdrecht,Woensdrecht,current_gemeente,
Vink Makelaardij,http://www.vinkmakelaardij.com,vinkmakelaardij.com,vinkmakelaardij.com,http://www.vinkmakelaardij.com/woningen/beschikbaar,valid,Woensdrecht,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=13, koop=1, huur=0",Woensdrecht,Woensdrecht,Woensdrecht,current_gemeente,
Content+ Eveline Janssens,https://www.contentplus.nl,contentplus.nl,contentplus.nl,https://contentplus.nl/woningaanbod?status%5B%5D=BESCHIKBAAR,valid,Zundert,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=32, koop=1, huur=1",Zundert,Zundert,Zundert,current_gemeente,
Van Hassel Makelaars o.g.,http://www.vanhasselmakelaars.nl,vanhasselmakelaars.nl,vanhasselmakelaars.nl,https://www.vanhasselmakelaars.nl/wonen/verkoop,valid,Zundert,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58),Zundert,Zundert,Zundert,current_gemeente,
